Ad Account ID,Ad Account Name,Campaign Name,Age,Gender,Amount Spent (THB),Impressions,Reach,3-Second Video Plays,New Messaging Connections,Reporting Starts,Reporting Ends,Account ID,Account Name,Currency,Campaign ID,Objective,Purchases,Mobile App Purchases,Website Purchases,On-Facebook Purchases,Unique Purchases,Unique Mobile App Purchases,Purchases Conversion Value,Mobile App Purchases Conversion Value,Website Purchases Conversion Value,On-Facebook Purchase Conversion Value,Cost per Purchase (THB),Cost per Unique Purchase (THB),Link Clicks
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,125.2886603,951,847,18,2,14/11/2020,14/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,5
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,124.81,567,518,,2,26/11/2020,26/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,124.42,869,807,,5,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,4
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,123.3144904,1192,1084,,3,13/11/2020,13/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,122.8,776,700,,,25/11/2020,25/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,122.65,1153,1006,,5,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,122.59,781,673,26,2,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,5
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,121.97,554,502,,1,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,120.97,1077,1014,,1,16/11/2020,16/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,1,,,1,1,,9175,,,9175,120.97,120.97,4
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,120.4,1048,925,,1,17/11/2020,17/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,120.1612297,891,812,23,1,13/11/2020,13/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,120.12,652,571,,1,3/12/2020,3/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,14
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,119.66,797,714,26,2,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,4
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,119.25,911,864,,,14/11/2020,14/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,119.22,839,764,12,3,27/11/2020,27/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,117.61,591,531,,2,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,117.6,1250,1133,,1,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,117.14,685,618,,1,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,116.69,1140,1063,,1,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,116.53,673,612,,2,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,115.15,554,487,11,,10/11/2020,10/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,115.08,1226,1131,,,19/11/2020,19/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,8
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,114.95,946,873,,1,10/11/2020,10/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,114.51,511,437,,,5/12/2020,5/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,16
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,114.35,976,945,,3,12/11/2020,12/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,114.04,669,590,,2,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,113.75,1214,1123,,2,9/11/2020,9/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,4
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,113.52,756,678,,,17/11/2020,17/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,113.42,621,529,,,6/12/2020,6/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,18
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,112.96,1286,1166,,6,19/11/2020,19/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,6
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,112.89,1073,973,,,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,10
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,112.72,631,582,,,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,111.88,1131,1030,,2,16/11/2020,16/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,111.79,794,708,16,1,25/11/2020,25/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,2,,,2,2,,40871.1,,,40871.1,55.895,55.895,3
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,111.6,565,457,,,2/12/2020,2/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,19
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,111.46,597,514,,,4/12/2020,4/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,18
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,110.27,1370,1290,,,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,107.88,616,580,,1,10/11/2020,10/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,107.8,623,577,22,2,12/11/2020,12/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,5
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,107.3,754,714,,,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,3
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,106.91,680,640,,,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,3
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,female,106.76,1342,1268,,,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,30
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,105.33,567,517,,2,19/11/2020,19/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,105.07,712,669,,,9/11/2020,9/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,104.68,991,894,,1,15/11/2020,15/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,104.62,1034,933,,,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,7
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,104.02,1054,962,,1,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,103.93,1095,968,,1,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,102.98,901,817,,1,26/11/2020,26/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,102.8,1022,913,,,25/11/2020,25/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,4
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,102.71,743,633,25,2,19/11/2020,19/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,7
175101523305309,Advance BIO,201116_Set Product_Message BKK,45-54,female,101.99,316,265,,,30/11/2020,30/11/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,14
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,101.11,687,616,23,3,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,6
175101523305309,Advance BIO,200903_Take away box_Message,45-54,female,100.65,200,177,,,12/11/2020,12/11/2020,175101523305309,Advance BIO,THB,23845645785610585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,100.61,869,789,6,1,15/11/2020,15/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,100.31,723,625,9,2,17/11/2020,17/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,100.05,661,600,11,,26/11/2020,26/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,1,,,1,1,,4886.99,,,4886.99,100.05,100.05,3
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,99.91,669,574,9,1,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Message BKK,45-54,female,99.85,307,244,,,28/11/2020,28/11/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,15
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,99.45,992,920,,,13/11/2020,13/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,99,901,810,,1,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,10
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,98.28,567,505,,3,11/11/2020,11/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201116_Set Product_Message NON,35-44,female,96.64,408,344,,,4/12/2020,4/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,25
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,female,96.58,1347,1233,,,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,45
175101523305309,Advance BIO,200930_Postal Bag_Message,25-34,female,96.28,1034,934,,1,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,96.1,300,286,,1,11/11/2020,11/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,95.5,810,727,,1,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,94.66,817,731,,,23/11/2020,23/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,94.11,422,394,,,27/11/2020,27/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,201116_Set Product_Message NON,45-54,female,94.03,326,272,,2,3/12/2020,3/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,17
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,93.7,703,626,21,,9/11/2020,9/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,93.26,768,694,,,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,6
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,female,93.05,1804,1695,,,17/11/2020,17/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,68
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,92.77,770,675,,,25/11/2020,25/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Message NON,35-44,female,92.67,428,356,,,6/12/2020,6/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,18
175101523305309,Advance BIO,201127_Cafe Set_Message_DEC_TOR,25-34,female,92.45,833,791,13,2,5/12/2020,5/12/2020,175101523305309,Advance BIO,THB,23846489906150585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,201116_Set Product_Message NON,45-54,female,92.31,282,240,,,5/12/2020,5/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,14
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,92.25,529,488,,,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200903_Take away box_Message,45-54,female,92.00445305,346,278,,1,14/11/2020,14/11/2020,175101523305309,Advance BIO,THB,23845645785610585,Messages,,,,,,,,,,,,,5
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,91.8,803,722,,1,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,1,,,1,1,,10379,,,10379,91.8,91.8,4
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,91.21,744,660,,1,26/11/2020,26/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,90.36,845,753,,,20/11/2020,20/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,female,90.27,1012,943,,,24/11/2020,24/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,17
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,88.8,758,706,,3,16/11/2020,16/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,5
175101523305309,Advance BIO,201116_Set Product_Message NON,35-44,female,88.78,423,345,,,5/12/2020,5/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,13
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,female,88.77,1026,942,,,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,37
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,25-34,female,88.39,750,665,,,15/11/2020,15/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Message BKK,45-54,female,87.72,236,193,,,27/11/2020,27/11/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,12
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,87.47,557,534,,1,14/11/2020,14/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,35-44,female,87.4,478,432,8,1,27/11/2020,27/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201127_Cafe Set_Message_DEC_TOR,25-34,female,87.09,689,630,22,1,8/12/2020,8/12/2020,175101523305309,Advance BIO,THB,23846489906150585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,201011_Cafe Set_Message_BKK,25-34,female,86.41,254,224,11,,11/11/2020,11/11/2020,175101523305309,Advance BIO,THB,23846092185240585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,201116_Set Product_Post Eng,25-34,male,85.96,1146,1039,,,17/11/2020,17/11/2020,175101523305309,Advance BIO,THB,23846348075400585,Engagement,,,,,,,,,,,,,15
175101523305309,Advance BIO,201116_Set Product_Message BKK,35-44,female,85.47,314,250,,,27/11/2020,27/11/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,1,,,1,1,,3540,,,3540,85.47,85.47,23
175101523305309,Advance BIO,201116_Set Product_Message NON,45-54,female,83.95,281,255,,,4/12/2020,4/12/2020,175101523305309,Advance BIO,THB,23846463441270585,Messages,,,,,,,,,,,,,17
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,83.11,662,583,,1,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,
175101523305309,Advance BIO,200930_Postal Bag_Message,35-44,female,82.53,763,670,,2,19/11/2020,19/11/2020,175101523305309,Advance BIO,THB,23845978733110585,Messages,,,,,,,,,,,,,3
175101523305309,Advance BIO,201127_Cafe Set_Message_NON,25-34,female,82.26,569,499,6,1,30/11/2020,30/11/2020,175101523305309,Advance BIO,THB,23846435368530585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,45-54,female,82.05,315,288,,1,18/11/2020,18/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,4
175101523305309,Advance BIO,201116_Set Product_Message BKK,25-34,female,81.92,439,364,,1,1/12/2020,1/12/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,,,,,,,,,,,,,13
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,45-54,female,81.46,384,355,,2,21/11/2020,21/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,1,,,1,1,,420,,,420,81.46,81.46,2
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,45-54,female,81.17,399,378,,1,22/11/2020,22/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,45-54,female,81.15,323,301,,1,25/11/2020,25/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,,,,,,,,,,,,,1
175101523305309,Advance BIO,200607_Cafe Cup_Message_BKK,35-44,female,80.56,593,561,,1,13/11/2020,13/11/2020,175101523305309,Advance BIO,THB,23845008185380585,Messages,1,,,1,1,,3252.8,,,3252.8,80.56,80.56,
175101523305309,Advance BIO,201116_Set Product_Message BKK,35-44,female,80.23,327,261,,,28/11/2020,28/11/2020,175101523305309,Advance BIO,THB,23846347592780585,Messages,1,,,1,1,,383,,,383,80.23,80.23,10
175101523305309,Advance BIO,201127_Cafe Set_Message_DEC_TOR,25-34,female,79.66,881,826,9,1,6/12/2020,6/12/2020,175101523305309,Advance BIO,THB,23846489906150585,Messages,,,,,,,,,,,,,2
175101523305309,Advance BIO,201127_Cafe Set_Message_NON,25-34,female,79.44,611,532,15,,7/12/2020,7/12/2020,175101523305309,Advance BIO,THB,23846435368530585,Messages,,,,,,,,,,,,,6
